step,train_loss,train_accuracy
0,4.4671854972839355,0.005078125
5,3.1531784534454346,0.100390625
10,3.129420757293701,0.179296875
15,3.0721585750579834,0.17919921875
20,3.0916266441345215,0.18095703125
25,3.075711727142334,0.1822265625
30,3.063887119293213,0.17724609375
35,3.0712943077087402,0.1791015625
40,3.103109121322632,0.17626953125
45,3.087022304534912,0.176953125
50,3.0559568405151367,0.1779296875
55,3.0894935131073,0.18017578125
60,2.9992785453796387,0.1802734375
65,2.959831476211548,0.2064453125
70,2.918287754058838,0.206640625
75,2.8986124992370605,0.2091796875
80,2.8185739517211914,0.2146484375
85,2.7610716819763184,0.22587890625
90,2.784867763519287,0.25537109375
95,2.737894296646118,0.275
100,2.6607956886291504,0.27822265625
105,2.6368324756622314,0.30068359375
110,2.5520260334014893,0.31240234375
115,2.4780545234680176,0.32666015625
120,2.4361045360565186,0.32861328125
125,2.427701473236084,0.3259765625
130,2.4201812744140625,0.32431640625
135,2.3240864276885986,0.3505859375
140,2.2990849018096924,0.350390625
145,2.279135227203369,0.35244140625
150,2.2363367080688477,0.3705078125
155,2.253810405731201,0.365625
160,2.2168009281158447,0.3669921875
165,2.2226691246032715,0.361328125
170,2.2039334774017334,0.3716796875
175,2.1326024532318115,0.3880859375
180,2.1049959659576416,0.408203125
185,2.129957437515259,0.38818359375
190,2.077880382537842,0.4017578125
195,2.065295934677124,0.3947265625
200,2.036945343017578,0.4107421875
205,2.0442795753479004,0.42177734375
210,1.990626573562622,0.4345703125
215,2.005218744277954,0.42978515625
220,1.993178367614746,0.4298828125
225,1.9397563934326172,0.43984375
230,1.9245405197143555,0.44130859375
235,1.9404560327529907,0.43935546875
240,1.9019533395767212,0.44853515625
245,1.913835883140564,0.44140625
250,1.8977463245391846,0.45185546875
255,1.8633029460906982,0.456640625
260,1.8201700448989868,0.46689453125
265,1.8375871181488037,0.46962890625
270,1.8344005346298218,0.4642578125
275,1.7832720279693604,0.47578125
280,1.8114635944366455,0.47646484375
285,1.7772066593170166,0.4822265625
290,1.7842063903808594,0.4771484375
295,1.7728712558746338,0.4884765625
300,1.801226019859314,0.473828125
305,1.7595767974853516,0.48466796875
310,1.7391681671142578,0.48857421875
315,1.7291004657745361,0.49208984375
320,1.7395493984222412,0.49228515625
325,1.7379446029663086,0.491015625
330,1.7214086055755615,0.494921875
335,1.7078819274902344,0.49794921875
340,1.7332388162612915,0.494140625
345,1.6826032400131226,0.50615234375
350,1.6963536739349365,0.5015625
355,1.7019981145858765,0.5005859375
360,1.701936960220337,0.50302734375
365,1.673262596130371,0.50634765625
370,1.6780046224594116,0.50966796875
375,1.6786941289901733,0.5123046875
380,1.6299314498901367,0.5171875
385,1.6543124914169312,0.51396484375
390,1.6462831497192383,0.514453125
395,1.6526931524276733,0.5115234375
400,1.6386382579803467,0.51484375
405,1.5941983461380005,0.5302734375
410,1.6379371881484985,0.5162109375
415,1.633760690689087,0.51865234375
420,1.6412397623062134,0.51748046875
425,1.607590675354004,0.52451171875
430,1.5674569606781006,0.53369140625
435,1.6257606744766235,0.5224609375
440,1.5993890762329102,0.5267578125
445,1.6210386753082275,0.52373046875
450,1.6044317483901978,0.5265625
455,1.5795401334762573,0.52568359375
460,1.585511565208435,0.533203125
465,1.5601149797439575,0.5375
470,1.6052497625350952,0.52548828125
475,1.5654823780059814,0.53642578125
480,1.5515549182891846,0.54052734375
485,1.5425465106964111,0.5380859375
490,1.5521352291107178,0.53935546875
495,1.574393630027771,0.533203125
500,1.5646717548370361,0.53359375
505,1.566413402557373,0.5376953125
510,1.5281589031219482,0.5470703125
515,1.555657148361206,0.53623046875
520,1.519988775253296,0.5453125
525,1.538563847541809,0.535546875
530,1.527833342552185,0.53916015625
535,1.4792476892471313,0.55712890625
540,1.5136128664016724,0.54599609375
545,1.5053943395614624,0.548828125
550,1.4869449138641357,0.54775390625
555,1.5156593322753906,0.5486328125
560,1.5052802562713623,0.55009765625
565,1.505846619606018,0.5533203125
570,1.4724092483520508,0.56240234375
575,1.5174102783203125,0.54599609375
580,1.4711830615997314,0.55576171875
585,1.4843401908874512,0.55595703125
590,1.4819507598876953,0.5599609375
595,1.5100923776626587,0.55009765625
600,1.4868242740631104,0.54931640625
605,1.4503986835479736,0.56396484375
610,1.4614226818084717,0.564453125
615,1.4589214324951172,0.55966796875
620,1.443664789199829,0.5580078125
625,1.4666054248809814,0.55517578125
630,1.4566161632537842,0.55625
635,1.4468742609024048,0.564453125
640,1.4708815813064575,0.55595703125
645,1.4889442920684814,0.55556640625
650,1.4693777561187744,0.5630859375
655,1.4756214618682861,0.55712890625
660,1.4601720571517944,0.56259765625
665,1.441029667854309,0.569140625
670,1.4644354581832886,0.55869140625
675,1.420950174331665,0.56982421875
680,1.4554210901260376,0.5568359375
685,1.4668147563934326,0.55712890625
690,1.4455887079238892,0.562890625
695,1.4580047130584717,0.56708984375
700,1.4276165962219238,0.56904296875
705,1.478698492050171,0.5591796875
710,1.4245069026947021,0.5701171875
715,1.412742018699646,0.57666015625
720,1.430111289024353,0.56591796875
725,1.43769371509552,0.5671875
730,1.4253733158111572,0.564453125
735,1.4257862567901611,0.57421875
